Index,Name,Number Tokens,Total Words,Total Kanji,Kanji 10+,Kanji 5+,Kanji 2+
299,Cerita Laut,37688,4763,1716,716,1009,1414
300,Cheat Logout Ijiri Houdai,9280,2153,1077,228,408,755
301,CHiLD　―境界からの降臨者― (LINE文庫エッジ),39881,3685,1425,596,826,1159
302,CODE-E　遙かなる囁き (ガガガ文庫),35929,4983,1697,641,928,1337
303,"Copy, Right_",16045,3708,1430,359,601,1039
304,D-breaker　ディーブレイカー #2 (MF文庫J),35445,5226,1756,672,967,1421
305,D-breaker　ディーブレイカー #3 (MF文庫J),30453,4443,1651,612,898,1334
306,D-breaker　ディーブレイカー (MF文庫J),32816,5214,1793,650,957,1417
307,DCスーパーヒーローズ vs 鷹の爪団,15650,3051,1292,320,545,949
308,DE;コード・バレット　運命に抗え鈍色 (角川スニーカー文庫),32935,4287,1585,619,892,1275
309,Dear 愛していない君へ (レモン書房),7415,2084,1117,174,368,753
310,"Dear, Summer Friend",17109,3884,1439,390,618,1059
311,demi　- another -,12897,2241,1112,279,486,842
312,demi　- spring and autumn -,10047,2119,1114,234,445,830
313,demi　- winter and summer -,9961,2143,1105,237,428,787
314,Desert Dice Drunkers 総集編01（同人誌） DDD (イトシセノキミ),113851,8903,2193,1192,1512,1919
315,Desert Dice Drunkers 総集編02（同人誌） DDD (イトシセノキミ),97849,8237,2154,1130,1452,1873
316,Destiny2 ─遥かなる宇宙より─,31489,4772,1560,586,858,1254
317,Disファンタジー・ディスコード　異世界が嫌いでもエルフの神様になれますか_ (電撃文庫),45746,6779,2012,777,1145,1669
318,DJ,3787,1531,909,91,216,525
319,DOUBLES!! ―ダブルス― (メディアワークス文庫),32202,4373,1479,508,748,1156
320,DOUBLES!! ―ダブルス― 2nd Set (メディアワークス文庫),27676,4011,1451,465,712,1118
321,DOUBLES!! ―ダブルス― 3rd Set (メディアワークス文庫),23446,3907,1419,419,650,1067
322,DOUBLES!! ―ダブルス― 4th Set (メディアワークス文庫),28254,4485,1540,509,794,1213
323,DOUBLES!! ―ダブルス― Final Set (メディアワークス文庫),35773,4705,1516,563,816,1197
324,Dr.ルナの不思議なカルテ (PHP文芸文庫),36213,5569,1769,653,999,1419
325,Dual Kaleidoscope 昇藤 (Formula Cube),16969,3314,1432,354,600,1032
326,Dual Kaleidoscope 銭葵・上 (Formula Cube),20183,3886,1537,412,689,1125
327,Dual Kaleidoscope 銭葵・下 (Formula Cube),34123,4991,1744,584,884,1352
328,DクラッカーズIII　決意―resolution―（富士見ファンタジア文庫） Dクラッカーズ（富士見ファンタジア文庫版）,37517,5975,1846,678,1012,1504
329,DクラッカーズII　祭典―ceremony―（富士見ファンタジア文庫） Dクラッカーズ（富士見ファンタジア文庫版）,44039,6955,1970,821,1157,1605
330,DクラッカーズIV　乱―rondo―（富士見ファンタジア文庫） Dクラッカーズ（富士見ファンタジア文庫版）,44194,7043,1987,789,1119,1599
331,DクラッカーズI　接触―touch―（富士見ファンタジア文庫） Dクラッカーズ（富士見ファンタジア文庫版）,57163,7461,2027,890,1198,1640
332,DクラッカーズVII　王国―a boy&a girl―（富士見ファンタジア文庫） Dクラッカーズ（富士見ファンタジア文庫版）,33197,5675,1859,681,1004,1461
333,DクラッカーズVI　王国―the limited world―（富士見ファンタジア文庫） Dクラッカーズ（富士見ファンタジア文庫版）,38700,6372,1951,748,1065,1562
334,DクラッカーズV　追憶―refrain―（富士見ファンタジア文庫） Dクラッカーズ（富士見ファンタジア文庫版）,46190,6602,1933,774,1115,1570
335,Dクラッカーズ・ショートII　過日―roots―（富士見ファンタジア文庫） Dクラッカーズショート,50544,7382,2022,861,1201,1661
336,Dクラッカーズ・ショートI　欠片―piece―（富士見ファンタジア文庫） Dクラッカーズショート,44714,6817,1961,812,1127,1592
337,Dクラッカーズ＋プラス　世界―after kingdom― (富士見ファンタジア文庫),34515,5590,1761,670,973,1407
338,Dジェネシス　ダンジョンが出来て３年　０１,51430,6624,1866,757,1067,1511
339,Dパンフ 新人賞特別号【これが女子（ヒロイン）の究極系！　極女（ごくじょ）創刊号】 (ダッシュエックス文庫DIGITAL),13024,3488,1515,334,617,1101
340,D列車でいこう (徳間文庫),61367,7342,1899,879,1164,1577
341,D坂の殺人事件 幻想と怪奇シリーズ (文蔵BOOKS),13678,2098,1084,321,499,961
342,D坂の殺人事件　アニメカバー版 「文豪ストレイドッグス」×角川文庫コラボアニメカバー,52955,6385,1938,853,1178,1610
343,EDGEシリーズ　神々のいない星で　僕と先輩の惑星クラフト〈上〉,60071,6066,1771,735,1043,1442
344,EDGEシリーズ　神々のいない星で　僕と先輩の惑星クラフト〈下〉,57223,6105,1809,769,1042,1478
345,Education DIAMOND 2017年入学 中学受験特集　関東版 _秋号_,10347,2521,1086,298,454,773
346,EN-D.CONSTRUCTION 〈回収シリーズ〉 (万妖衆),23530,4641,1725,531,843,1319
347,Ensemble～ぼくの妹 (美少女文庫),26663,4368,1578,551,829,1247
348,epilogues,11948,2525,1249,274,490,875
349,er-ドＳな上司に調教されています　ひとりエッチは禁止デス (eロマンス文庫),9537,1756,918,223,383,678
350,er-ヴァンパイア・ナイト　乙女は蜜惑の牙に奪われる (eロマンス文庫),8095,2219,1147,218,414,798
351,er-告白ノンフィクション──彼女たちの理由　人妻風俗嬢という生き方 (eロマンス新書),14260,2791,1208,311,506,900
352,er-和服貴公子の手ほどき　あなたの筆に乱されて (eロマンス文庫),9796,1891,1014,229,404,719
353,er-変態教師と×××な関係 (eロマンス文庫),10047,1951,989,207,396,719
354,er-恋色ハンドカフス　甘く乱れる拘束プレイ (eロマンス文庫),8214,1802,917,199,371,671
355,er-理系上司の行動が難解です　罠だと思ったら恋でした (eロマンス文庫),8781,2283,1137,213,404,801
356,er-理系男子の童貞を奪ったらたいへんなことになりました (eロマンス文庫),9273,1881,1005,195,360,684
357,er-目隠しの恋　肌に触れる饒舌な指先 (eロマンス文庫),7439,1631,881,190,340,610
358,er-社長のおもちゃ　秘蜜の玩具プレイ (eロマンス文庫),9429,1825,992,209,378,681
359,er-秘蜜の恋の溺愛レシピ　オネェタレントの甘い罠 (eロマンス文庫),11250,2123,1030,229,429,744
360,er-秘蜜の愛の種たっぷりください　理系男子の求愛行動 (eロマンス文庫),9484,1819,980,224,372,696
361,er-秘蜜の深夜残業　彼の手のひらで濡れる恋 (eロマンス文庫),8357,2097,1041,196,380,726
362,er-秘蜜の薔薇と契約結婚　傲慢公爵は無垢な乙女に惑溺する (eロマンス文庫),10763,1939,1074,265,446,778
363,er-腹黒ボディガードの甘い策略　純粋培養プリンセス包囲網 (eロマンス文庫),8562,1998,1053,200,396,749
364,er-腹黒伯爵の謀略婚　身代わり令嬢は蜜愛に酔う (eロマンス文庫),8574,2004,1054,196,394,727
365,Escalation～隣りの未亡人 (美少女文庫),37117,5309,1707,725,1032,1401
366,ESCOAD 03 前編_ ラストミッション　悲劇の連鎖をとめよ (ロビンズメゾン書籍部),29614,5180,1652,608,882,1292
367,ESCOAD 03 後編_ 悲劇の連鎖を止めよ ESCOAD03,65215,6960,1866,874,1166,1549
368,ESCOAD_02 最終巻_ ラストキスは銃弾に込めて ESCOAD02,48717,6187,1822,787,1077,1508
369,ESCOAD±02 vol.1 (ESCOAD02),20553,4335,1566,484,748,1209
370,ESCOAD±02 vol.3 ESCOAD02,34417,5205,1642,657,942,1317
371,ESCOAD±02 vol.4 ESCOAD02,33280,5533,1719,668,978,1379
372,ESCOAD±02 vol.5_ 02シリーズファイナル前編 ESCOAD02,29077,4837,1650,598,899,1325
373,Evergreen～ぼくの四姉妹,32192,4637,1657,602,886,1315
374,EYES―愛囚の視線 (らぶドロップス),30624,4637,1676,587,869,1325
375,Fate_strange Fake(1) (電撃文庫),32418,5397,1842,691,1017,1454
376,Fate_strange Fake(2) (電撃文庫),33643,5239,1756,686,984,1434
377,Fate_strange Fake(3) (電撃文庫),33330,5173,1780,669,988,1453
378,Fate_strange Fake(4) (電撃文庫),35400,5382,1806,688,1012,1454
379,Fate_strange Fake(5) (電撃文庫),33785,5332,1819,698,985,1455
380,FJネクスト不買運動と書評,10768,3377,1335,368,597,991
381,FRAME　OUT (citrus　apricot　books),7741,1667,919,185,363,629
382,Friends　【幼なじみ】 (美少女文庫),26627,3391,1381,497,735,1088
383,Frontier World　―召喚士として活動中― (ファミ通文庫),39737,5168,1701,700,1002,1397
384,Frontier World２　―召喚士として活動中― Frontier World　―召喚士として活動中― (ファミ通文庫),41024,5386,1766,742,1037,1430
385,Frontier World３　―召喚士として活動中― Frontier World　―召喚士として活動中― (ファミ通文庫),39564,5225,1697,709,1000,1410
386,FX　ほったらかせば　金増える_ ほったらかしの、楽ちん！FX（改訂版） (安定収入FX会),3621,751,509,90,169,341
387,FXで勝ち続けるための教科書,5780,1118,662,169,283,464
388,FXで稼ぐ極意,5517,1042,615,171,285,441
389,FX１年生,5299,993,611,153,247,434
390,FX１年目の教科書 〜時間をかけずにほったらかしで稼ぐ極意〜,4540,921,606,131,241,407
391,Fランクの暴君II　―天才の華麗なる暴虐― (電撃文庫),36869,4528,1592,625,884,1287
392,Fランクの暴君I　―堕ちた天才の凱旋― (電撃文庫),42033,4924,1678,674,973,1345
393,GEEKSTER　秋葉原署捜査一係　九重祐子 秋葉原署捜査一係 九重祐子 (角川文庫),42504,5997,1760,723,1031,1455
394,Genesis of Nemesis (ヴェルサスパブリッシング),4194,2121,1312,107,296,779
395,GEφグッドイーター (ガガガ文庫),18063,3216,1338,351,585,983
396,GIVE ME A BREAK!（同人誌） (いとしせのきみ),67218,6829,1941,913,1200,1606
397,GJ-Bu Chutobu v01,17319,3269,1315,328,575,950
398,GJ-Bu Chutobu v02,17862,3504,1383,356,588,988
399,GJ-Bu Chutobu v03,18385,3420,1333,344,593,1011
400,GJ部 (ガガガ文庫),17839,3218,1328,333,567,964
401,globish AI時代の英語術 【徹底基礎編】_ 仕事に即効　人生さえ変える,8749,2160,985,241,417,711
402,GLアイドル,22960,3604,1343,439,658,1042
403,GMO上巻_ 遺伝子組み換え作物は神の手なのか!_　エコノミックサスペンス,47379,8068,2076,838,1198,1674
404,GMO下巻_ 遺伝子組み換え作物は神の手なのか!_　エコノミックサスペンス,47934,7291,1938,804,1122,1593
405,God for Japanese Cool Girls (Jp) (The BBB_ Breakthrough Bandwagon Books),1068,480,371,24,70,198
406,GS美神　極楽大作戦！！　水迷宮の少女！！ GS美神極楽大作戦!! (ガガガ文庫R),36467,5423,1773,630,944,1390
407,Gunning for Nosferatus1　此よりは荒野 (ガガガ文庫),47273,7179,2067,850,1210,1695
408,GランDKとダーティ・フェスタ (ガガガ文庫),40733,6020,1792,668,997,1443
409,HAPPINESS HAPPINESS 1,29961,4268,1586,557,823,1227
410,HAPPINESS HAPPINESS 3,35920,4252,1510,613,864,1220
411,HAPPINESS HAPPINESS 5,17778,3122,1258,383,613,956
412,HAPPINESS HAPPINESS 6 しあわせにできる,25030,3556,1407,472,716,1091
413,Hello Hello,4584,1295,797,112,241,510
414,"Hello,Hello and Hello (電撃文庫)",37054,4296,1550,605,877,1236
415,"Hello,Hello and Hello　～piece of mind～ (電撃文庫)",34644,4403,1555,589,846,1239
416,HENTAI魔法少女サイレントメロディー お料理地獄編 HENTAI魔法少女サイレントメロディーシリーズ (二次元ぷち文庫),8167,2047,1059,199,376,702
417,HENTAI魔法少女サイレントメロディー 千年殺し篇 HENTAI魔法少女サイレントメロディーシリーズ (二次元ぷち文庫),10311,2193,1072,248,412,775
418,HENTAI魔法少女サイレントメロディー 誕生篇 HENTAI魔法少女サイレントメロディーシリーズ (二次元ぷち文庫),7475,2001,1037,198,378,722
419,hide and seek (たろまろノベル　青屋),60020,6673,1822,809,1101,1498
420,hide and seek＜2＞ (たろまろnovel青屋),51887,6511,1831,780,1088,1494
421,HOT HOT WINTER HEAVEN（上）学園ヘヴン２編_ 学園ヘヴン＆学園ヘヴン２ SS集 学園ヘヴン＆学園ヘヴン２ SS集 HOT HOT WINTER HEAVEN (Spray),12312,2701,1186,270,484,832
422,HOT HOT WINTER HEAVEN（下）学園ヘヴン編_ 学園ヘヴン＆学園ヘヴン２ SS集 学園ヘヴン＆学園ヘヴン２ SS集 HOT HOT WINTER HEAVEN (Spray),16900,2861,1221,336,538,907
423,HPPINESS HAPPINESS 2 HAPPINESS HAPPINESS,15718,2958,1257,360,590,943
424,HYPER BLACK 2 (DT ノベル),24389,3499,1421,470,724,1133
425,Hyper Hybrid Organization 00-01　訪問者 (電撃文庫),37577,5475,1738,652,935,1365
426,Hyper Hybrid Organization 00-02　襲撃者 (電撃文庫),38801,5199,1674,648,934,1315
427,Hyper Hybrid Organization 00-03　組織誕生 (電撃文庫),29605,4878,1644,571,870,1303
428,Hyper Hybrid Organization 01-01　運命の日 (電撃文庫),29797,4712,1648,563,864,1308
429,Hyper Hybrid Organization 01-02　突破 (電撃文庫),33177,4766,1591,603,875,1279
430,Hyper Hybrid Organization 01-03　通過儀礼 (電撃文庫),36317,5252,1656,652,932,1307
431,ICTと発達障がい_ 障がいや病気のある子どもの生きる場所を,3398,1060,668,110,226,440
432,ID（アイディー）外伝_ 〜 がんばったがら 〜,849,487,380,14,44,171
433,ifの悲劇 (角川文庫),30181,3704,1460,504,748,1131
434,IHOF ―イチジョーハンターズ・オフィス― (電撃文庫),36073,5534,1725,701,983,1410
435,IMAGO,30339,5033,1737,599,888,1347
436,Infinite Dendrogram-インフィニット・デンドログラム- 1.可能性の始まり (HJ文庫),39294,5454,1731,708,979,1389
437,Isekai_Meikyuu_no_Saishinbu_wo_Mezasou_v01,37436,5044,1726,691,963,1379
438,Isekai_Meikyuu_no_Saishinbu_wo_Mezasou_v02,54388,5664,1775,767,1062,1473
439,Isekai_Meikyuu_no_Saishinbu_wo_Mezasou_v03,52149,5227,1735,746,1044,1435
440,Isekai_Meikyuu_no_Saishinbu_wo_Mezasou_v04,53614,5427,1734,777,1053,1426
441,Isekai_Meikyuu_no_Saishinbu_wo_Mezasou_v05,53824,5573,1779,789,1061,1457
442,Isekai_Meikyuu_no_Saishinbu_wo_Mezasou_v06,40737,4585,1650,657,956,1332
443,IT全史――情報技術の250年を読む,49146,6641,1674,769,1007,1359
444,IＴ社会事件簿,33108,5984,1720,709,994,1391
445,J.TEST 実用日本語検定 A-Cレベル 単語集,8789,2421,1298,238,443,990
446,J.TEST 実用日本語検定 D-Eレベル 単語集,8067,1956,1049,211,402,796
